recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_0833,BLDG_26741,Water Efficiency Upgrade,15400.0,8100.0,1.9,3.84,Critical,Low
REC_0834,BLDG_27759,LED Lighting Retrofit,20700.0,2800.0,7.39,11.46,Medium,Low
REC_0835,BLDG_21183,Building Automation System,33600.0,19400.0,1.73,11.25,Critical,Medium
REC_0836,BLDG_25967,Water Efficiency Upgrade,10600.0,5900.0,1.8,3.14,Critical,Low
REC_0837,BLDG_325,Water Efficiency Upgrade,24000.0,8900.0,2.7,4.68,Critical,Low
REC_0838,BLDG_358,Insulation Improvement,225300.0,76700.0,2.94,14.41,Critical,Medium
REC_0839,BLDG_19832,Building Automation System,23300.0,4800.0,4.85,14.31,High,Medium
REC_0840,BLDG_20340,Solar Panel Installation,66200.0,3000.0,22.07,21.1,Low,Medium
REC_0841,BLDG_20162,Insulation Improvement,55200.0,16900.0,3.27,17.37,Critical,Medium
REC_0842,BLDG_553,Deep Energy Retrofit,484600.0,272800.0,1.78,32.2,Critical,High
REC_0843,BLDG_27966,Water Efficiency Upgrade,8200.0,3100.0,2.65,3.18,Critical,Low
REC_0844,BLDG_26163,Building Automation System,27700.0,5100.0,5.43,10.69,High,Medium
REC_0845,BLDG_22034,Solar Panel Installation,65000.0,2900.0,22.41,25.02,Low,Medium
REC_0846,BLDG_50755,Solar Panel Installation,65000.0,2900.0,22.41,20.02,Low,Medium
REC_0847,BLDG_19856,Solar Panel Installation,65000.0,2900.0,22.41,19.09,Low,Medium
REC_0848,BLDG_21611,Deep Energy Retrofit,152200.0,19100.0,7.97,45.97,High,High
REC_0849,BLDG_21672,Solar Panel Installation,82600.0,4200.0,19.67,23.19,Low,Medium
REC_0850,BLDG_20045,Solar Panel Installation,128200.0,7500.0,17.09,26.05,Low,Medium
REC_0851,BLDG_24173,HVAC Upgrade,54600.0,6200.0,8.81,25.81,High,Medium
REC_0852,BLDG_50194,LED Lighting Retrofit,13400.0,7000.0,1.91,11.41,Critical,Low
REC_0853,BLDG_50956,Solar Panel Installation,80800.0,4000.0,20.2,20.57,Low,Medium
REC_0854,BLDG_27947,HVAC Upgrade,69700.0,26600.0,2.62,20.9,Critical,Medium
REC_0855,BLDG_23438,LED Lighting Retrofit,33800.0,13500.0,2.5,8.23,Critical,Low
REC_0856,BLDG_132,Solar Panel Installation,329600.0,22100.0,14.91,16.32,Low,Medium
REC_0857,BLDG_25358,Building Automation System,19600.0,3000.0,6.53,12.82,High,Medium
REC_0858,BLDG_300,Water Efficiency Upgrade,40900.0,10600.0,3.86,3.42,Critical,Low
REC_0859,BLDG_23906,HVAC Upgrade,46300.0,14500.0,3.19,24.62,Critical,Medium
REC_0860,BLDG_50027,Building Automation System,30700.0,5900.0,5.2,13.47,High,Medium
REC_0861,BLDG_456,Solar Panel Installation,329600.0,22100.0,14.91,20.24,Low,Medium
REC_0862,BLDG_21213,LED Lighting Retrofit,14100.0,13000.0,1.08,8.24,Critical,Low
REC_0863,BLDG_20228,LED Lighting Retrofit,9400.0,3700.0,2.54,11.4,Critical,Low
REC_0864,BLDG_729,LED Lighting Retrofit,34300.0,7600.0,4.51,9.5,High,Low
REC_0865,BLDG_27195,Insulation Improvement,74900.0,33200.0,2.26,14.45,Critical,Medium
REC_0866,BLDG_50491,Building Automation System,15800.0,5600.0,2.82,11.7,Critical,Medium
REC_0867,BLDG_19946,LED Lighting Retrofit,11500.0,11400.0,1.01,11.26,Critical,Low
REC_0868,BLDG_26396,Water Efficiency Upgrade,32700.0,19000.0,1.72,3.08,Critical,Low
REC_0869,BLDG_25954,Water Efficiency Upgrade,8600.0,1500.0,5.73,2.19,High,Low
REC_0870,BLDG_540,Water Efficiency Upgrade,8100.0,1600.0,5.06,2.78,High,Low
REC_0871,BLDG_26939,Window Replacement,53300.0,4800.0,11.1,11.53,Medium,Medium
REC_0872,BLDG_50305,Solar Panel Installation,150200.0,9100.0,16.51,16.29,Low,Medium
REC_0873,BLDG_25965,Deep Energy Retrofit,1007600.0,383400.0,2.63,35.82,Critical,High
REC_0874,BLDG_50515,Water Efficiency Upgrade,13700.0,7400.0,1.85,2.67,Critical,Low
REC_0875,BLDG_50645,Solar Panel Installation,525000.0,36200.0,14.5,27.02,Low,Medium
REC_0876,BLDG_26789,Building Automation System,37600.0,8400.0,4.48,12.75,High,Medium
REC_0877,BLDG_50542,Water Efficiency Upgrade,16900.0,6000.0,2.82,2.68,Critical,Low
REC_0878,BLDG_25713,Solar Panel Installation,72000.0,3400.0,21.18,23.74,Low,Medium
REC_0879,BLDG_50054,Solar Panel Installation,525000.0,36200.0,14.5,24.65,Low,Medium
REC_0880,BLDG_21916,LED Lighting Retrofit,9200.0,9800.0,0.94,8.81,Critical,Low
REC_0881,BLDG_26759,Building Automation System,23000.0,8500.0,2.71,14.51,Critical,Medium
REC_0882,BLDG_22509,LED Lighting Retrofit,14700.0,3300.0,4.45,9.83,High,Low
REC_0883,BLDG_19653,LED Lighting Retrofit,17000.0,11900.0,1.43,8.57,Critical,Low
REC_0884,BLDG_19670,Solar Panel Installation,71400.0,3400.0,21.0,23.72,Low,Medium
REC_0885,BLDG_50097,Solar Panel Installation,65000.0,2900.0,22.41,21.9,Low,Medium
REC_0886,BLDG_474,Solar Panel Installation,369000.0,24900.0,14.82,22.81,Low,Medium
REC_0887,BLDG_25756,Solar Panel Installation,65000.0,2900.0,22.41,27.72,Low,Medium
REC_0888,BLDG_24484,Window Replacement,49700.0,2900.0,17.14,9.98,Low,Medium
REC_0889,BLDG_772,Solar Panel Installation,525000.0,36200.0,14.5,16.26,Low,Medium
REC_0890,BLDG_20266,Deep Energy Retrofit,261600.0,39500.0,6.62,37.5,High,High
REC_0891,BLDG_23977,HVAC Upgrade,75200.0,20100.0,3.74,25.96,Critical,Medium
REC_0892,BLDG_26598,LED Lighting Retrofit,13900.0,3900.0,3.56,9.58,Critical,Low
REC_0893,BLDG_50926,Water Efficiency Upgrade,24600.0,9300.0,2.65,2.65,Critical,Low
REC_0894,BLDG_23109,Water Efficiency Upgrade,10000.0,4800.0,2.08,3.69,Critical,Low
REC_0895,BLDG_23559,Solar Panel Installation,147000.0,8800.0,16.7,18.81,Low,Medium
REC_0896,BLDG_25200,Solar Panel Installation,81200.0,4100.0,19.8,20.39,Low,Medium
REC_0897,BLDG_26839,Water Efficiency Upgrade,10300.0,4300.0,2.4,2.93,Critical,Low
REC_0898,BLDG_127,Building Automation System,30000.0,12800.0,2.34,15.34,Critical,Medium
REC_0899,BLDG_41987,Building Automation System,110700.0,52500.0,2.11,12.0,Critical,Medium
REC_0900,BLDG_27166,Insulation Improvement,27600.0,4000.0,6.9,13.88,High,Medium
REC_0901,BLDG_26997,Water Efficiency Upgrade,20400.0,4900.0,4.16,3.57,High,Low
REC_0902,BLDG_43867,Deep Energy Retrofit,225900.0,82500.0,2.74,32.5,Critical,High
REC_0903,BLDG_25322,LED Lighting Retrofit,9900.0,5300.0,1.87,8.69,Critical,Low
REC_0904,BLDG_50473,Solar Panel Installation,138400.0,8200.0,16.88,15.61,Low,Medium
REC_0905,BLDG_50299,Water Efficiency Upgrade,24200.0,15800.0,1.53,2.78,Critical,Low
REC_0906,BLDG_22883,HVAC Upgrade,72300.0,11000.0,6.57,19.76,High,Medium
REC_0907,BLDG_20396,Building Automation System,20700.0,4300.0,4.81,15.53,High,Medium
REC_0908,BLDG_23936,HVAC Upgrade,52500.0,4800.0,10.94,19.89,Medium,Medium
REC_0909,BLDG_21318,Water Efficiency Upgrade,10300.0,1900.0,5.42,2.96,High,Low
REC_0910,BLDG_19919,Solar Panel Installation,238600.0,15500.0,15.39,25.16,Low,Medium
REC_0911,BLDG_50475,LED Lighting Retrofit,11800.0,11200.0,1.05,8.09,Critical,Low
REC_0912,BLDG_24435,Solar Panel Installation,73000.0,3500.0,20.86,16.03,Low,Medium
REC_0913,BLDG_23909,LED Lighting Retrofit,20500.0,14200.0,1.44,10.4,Critical,Low
REC_0914,BLDG_27378,Insulation Improvement,61600.0,44400.0,1.39,14.6,Critical,Medium
REC_0915,BLDG_22113,HVAC Upgrade,82000.0,11700.0,7.01,22.08,High,Medium
REC_0916,BLDG_23101,Building Automation System,31900.0,17100.0,1.87,11.89,Critical,Medium
REC_0917,BLDG_50656,Solar Panel Installation,525000.0,36200.0,14.5,21.37,Low,Medium
REC_0918,BLDG_25723,Solar Panel Installation,198800.0,12600.0,15.78,24.31,Low,Medium
REC_0919,BLDG_24948,Solar Panel Installation,65000.0,2900.0,22.41,15.72,Low,Medium
REC_0920,BLDG_23303,Solar Panel Installation,78400.0,3900.0,20.1,27.0,Low,Medium
REC_0921,BLDG_50710,Solar Panel Installation,525000.0,36200.0,14.5,17.42,Low,Medium
REC_0922,BLDG_49776,Solar Panel Installation,525000.0,36200.0,14.5,26.18,Low,Medium
REC_0923,BLDG_26911,Water Efficiency Upgrade,8300.0,1900.0,4.37,4.25,High,Low
REC_0924,BLDG_50031,Water Efficiency Upgrade,96500.0,26200.0,3.68,3.01,Critical,Low
REC_0925,BLDG_50654,Building Automation System,148000.0,80400.0,1.84,11.55,Critical,Medium
REC_0926,BLDG_26844,LED Lighting Retrofit,24300.0,23400.0,1.04,9.35,Critical,Low
REC_0927,BLDG_50159,Solar Panel Installation,203600.0,12900.0,15.78,21.55,Low,Medium
REC_0928,BLDG_25182,HVAC Upgrade,128400.0,32400.0,3.96,20.6,Critical,Medium
REC_0929,BLDG_26706,Water Efficiency Upgrade,8800.0,1700.0,5.18,2.75,High,Low
REC_0930,BLDG_19484,HVAC Upgrade,194700.0,55100.0,3.53,21.43,Critical,Medium
REC_0931,BLDG_22170,LED Lighting Retrofit,21600.0,11100.0,1.95,8.06,Critical,Low
REC_0932,BLDG_489,Building Automation System,39800.0,18500.0,2.15,14.82,Critical,Medium
REC_0933,BLDG_21661,LED Lighting Retrofit,16000.0,2900.0,5.52,10.97,High,Low
REC_0934,BLDG_23010,Solar Panel Installation,142800.0,8500.0,16.8,22.66,Low,Medium
REC_0935,BLDG_279,Solar Panel Installation,303600.0,20200.0,15.03,24.09,Low,Medium
REC_0936,BLDG_27692,LED Lighting Retrofit,12400.0,5000.0,2.48,8.81,Critical,Low
REC_0937,BLDG_21088,Insulation Improvement,30000.0,4800.0,6.25,14.87,High,Medium
REC_0938,BLDG_36087,Solar Panel Installation,100800.0,5500.0,18.33,21.05,Low,Medium
REC_0939,BLDG_367,Building Automation System,56300.0,19400.0,2.9,14.37,Critical,Medium
REC_0940,BLDG_596,Water Efficiency Upgrade,13000.0,2800.0,4.64,4.61,High,Low
REC_0941,BLDG_23220,LED Lighting Retrofit,12200.0,12300.0,0.99,10.56,Critical,Low
REC_0942,BLDG_526,Water Efficiency Upgrade,74300.0,20100.0,3.7,3.78,Critical,Low
REC_0943,BLDG_50669,Water Efficiency Upgrade,16800.0,4100.0,4.1,3.24,High,Low
REC_0944,BLDG_28022,Water Efficiency Upgrade,9100.0,4100.0,2.22,4.6,Critical,Low
REC_0945,BLDG_26138,Water Efficiency Upgrade,13700.0,6500.0,2.11,3.76,Critical,Low
REC_0946,BLDG_20928,HVAC Upgrade,55400.0,16400.0,3.38,20.09,Critical,Medium
REC_0947,BLDG_21103,LED Lighting Retrofit,20300.0,16800.0,1.21,8.93,Critical,Low
REC_0948,BLDG_24614,Solar Panel Installation,74000.0,3600.0,20.56,25.65,Low,Medium
REC_0949,BLDG_44187,Solar Panel Installation,212000.0,13600.0,15.59,25.68,Low,Medium
REC_0950,BLDG_21622,Insulation Improvement,28600.0,3000.0,9.53,14.7,Medium,Medium
REC_0951,BLDG_23713,Water Efficiency Upgrade,7900.0,2800.0,2.82,2.55,Critical,Low
REC_0952,BLDG_22585,LED Lighting Retrofit,11400.0,2100.0,5.43,8.86,High,Low
REC_0953,BLDG_21838,LED Lighting Retrofit,11500.0,2200.0,5.23,10.57,High,Low
REC_0954,BLDG_49821,Water Efficiency Upgrade,13000.0,6700.0,1.94,4.03,Critical,Low
REC_0955,BLDG_50375,Solar Panel Installation,132000.0,7800.0,16.92,17.4,Low,Medium
REC_0956,BLDG_26383,Water Efficiency Upgrade,24500.0,16600.0,1.48,4.3,Critical,Low
REC_0957,BLDG_22299,LED Lighting Retrofit,128400.0,55900.0,2.3,9.09,Critical,Low
REC_0958,BLDG_50732,Solar Panel Installation,67600.0,3100.0,21.81,18.08,Low,Medium
REC_0959,BLDG_25046,Solar Panel Installation,123600.0,7100.0,17.41,15.75,Low,Medium
REC_0960,BLDG_24235,LED Lighting Retrofit,103500.0,89500.0,1.16,8.34,Critical,Low
REC_0961,BLDG_21326,Solar Panel Installation,65000.0,2900.0,22.41,16.95,Low,Medium
REC_0962,BLDG_22210,LED Lighting Retrofit,14900.0,6100.0,2.44,8.81,Critical,Low
REC_0963,BLDG_19532,Insulation Improvement,49600.0,6400.0,7.75,12.38,High,Medium
REC_0964,BLDG_19669,Water Efficiency Upgrade,11300.0,5600.0,2.02,4.61,Critical,Low
REC_0965,BLDG_22058,HVAC Upgrade,318900.0,48400.0,6.59,19.42,High,Medium
REC_0966,BLDG_49697,Building Automation System,35000.0,9100.0,3.85,13.31,Critical,Medium
REC_0967,BLDG_360,Solar Panel Installation,521400.0,36000.0,14.48,25.5,Low,Medium
REC_0968,BLDG_21140,HVAC Upgrade,53500.0,7200.0,7.43,25.79,High,Medium
REC_0969,BLDG_27838,Solar Panel Installation,95200.0,5100.0,18.67,18.0,Low,Medium
REC_0970,BLDG_26450,Solar Panel Installation,309800.0,20600.0,15.04,15.09,Low,Medium
REC_0971,BLDG_20490,Solar Panel Installation,452600.0,31000.0,14.6,20.57,Low,Medium
REC_0972,BLDG_26845,LED Lighting Retrofit,10700.0,5300.0,2.02,9.67,Critical,Low
REC_0973,BLDG_50173,LED Lighting Retrofit,22500.0,11100.0,2.03,10.55,Critical,Low
REC_0974,BLDG_490,Building Automation System,39500.0,20800.0,1.9,10.59,Critical,Medium
REC_0975,BLDG_25660,Solar Panel Installation,65000.0,2900.0,22.41,22.49,Low,Medium
REC_0976,BLDG_23501,Solar Panel Installation,160400.0,9800.0,16.37,17.48,Low,Medium
REC_0977,BLDG_499,Solar Panel Installation,127200.0,7400.0,17.19,17.34,Low,Medium
REC_0978,BLDG_241,LED Lighting Retrofit,21200.0,20200.0,1.05,9.27,Critical,Low
REC_0979,BLDG_635,HVAC Upgrade,108500.0,86600.0,1.25,24.23,Critical,Medium
REC_0980,BLDG_19788,Water Efficiency Upgrade,41500.0,32800.0,1.27,4.27,Critical,Low
REC_0981,BLDG_23377,Water Efficiency Upgrade,7700.0,3100.0,2.48,2.15,Critical,Low
REC_0982,BLDG_26017,Water Efficiency Upgrade,8200.0,3500.0,2.34,3.4,Critical,Low
REC_0983,BLDG_26460,HVAC Upgrade,129100.0,32800.0,3.94,19.83,Critical,Medium
REC_0984,BLDG_22460,Solar Panel Installation,65000.0,2900.0,22.41,27.49,Low,Medium
REC_0985,BLDG_544,LED Lighting Retrofit,17300.0,7600.0,2.28,10.83,Critical,Low
REC_0986,BLDG_22110,Solar Panel Installation,145000.0,8700.0,16.67,17.59,Low,Medium
REC_0987,BLDG_50858,Water Efficiency Upgrade,13100.0,5600.0,2.34,4.1,Critical,Low
REC_0988,BLDG_412,Solar Panel Installation,105800.0,5900.0,17.93,18.32,Low,Medium
REC_0989,BLDG_20430,Building Automation System,38000.0,20700.0,1.84,15.69,Critical,Medium
REC_0990,BLDG_382,Solar Panel Installation,92000.0,4900.0,18.78,27.96,Low,Medium
REC_0991,BLDG_27212,Building Automation System,36300.0,22400.0,1.62,12.79,Critical,Medium
REC_0992,BLDG_390,Solar Panel Installation,414200.0,28200.0,14.69,21.7,Low,Medium
REC_0993,BLDG_21285,LED Lighting Retrofit,67000.0,21300.0,3.15,10.78,Critical,Low
REC_0994,BLDG_21310,Water Efficiency Upgrade,10200.0,1600.0,6.38,3.05,High,Low
REC_0995,BLDG_50340,LED Lighting Retrofit,13100.0,3700.0,3.54,11.49,Critical,Low
REC_0996,BLDG_24539,Solar Panel Installation,65000.0,2900.0,22.41,23.66,Low,Medium
REC_0997,BLDG_25327,Solar Panel Installation,120400.0,6900.0,17.45,21.8,Low,Medium
REC_0998,BLDG_23322,LED Lighting Retrofit,29100.0,10300.0,2.83,11.88,Critical,Low
REC_0999,BLDG_49793,LED Lighting Retrofit,34300.0,6700.0,5.12,11.62,High,Low
REC_1000,BLDG_693,Solar Panel Installation,156600.0,9500.0,16.48,27.56,Low,Medium
REC_1001,BLDG_26677,Water Efficiency Upgrade,13400.0,7100.0,1.89,4.99,Critical,Low
REC_1002,BLDG_23892,Solar Panel Installation,231600.0,15000.0,15.44,16.79,Low,Medium
REC_1003,BLDG_20836,Building Automation System,30500.0,12600.0,2.42,12.84,Critical,Medium
REC_1004,BLDG_23355,Solar Panel Installation,65000.0,2900.0,22.41,18.11,Low,Medium
REC_1005,BLDG_20415,Solar Panel Installation,69600.0,3200.0,21.75,20.5,Low,Medium
REC_1006,BLDG_19741,LED Lighting Retrofit,24800.0,16500.0,1.5,10.76,Critical,Low
REC_1007,BLDG_21149,LED Lighting Retrofit,9900.0,3500.0,2.83,8.17,Critical,Low
REC_1008,BLDG_49874,LED Lighting Retrofit,29100.0,12300.0,2.37,10.64,Critical,Low
REC_1009,BLDG_25978,LED Lighting Retrofit,10500.0,4900.0,2.14,10.13,Critical,Low
REC_1010,BLDG_24893,HVAC Upgrade,45700.0,11200.0,4.08,25.87,Critical,Medium
REC_1011,BLDG_50676,Solar Panel Installation,233400.0,15100.0,15.46,23.42,Low,Medium
REC_1012,BLDG_19932,Solar Panel Installation,108400.0,6000.0,18.07,17.42,Low,Medium
REC_1013,BLDG_49770,Solar Panel Installation,525000.0,36200.0,14.5,21.86,Low,Medium
REC_1014,BLDG_21096,Solar Panel Installation,222600.0,14300.0,15.57,21.55,Low,Medium
REC_1015,BLDG_216,Solar Panel Installation,270600.0,17800.0,15.2,19.66,Low,Medium
REC_1016,BLDG_23928,Solar Panel Installation,66800.0,3000.0,22.27,23.27,Low,Medium
REC_1017,BLDG_27707,LED Lighting Retrofit,11000.0,1700.0,6.47,10.44,High,Low
REC_1018,BLDG_20807,Insulation Improvement,30200.0,3800.0,7.95,15.42,High,Medium
REC_1019,BLDG_50640,Solar Panel Installation,415600.0,28300.0,14.69,22.44,Low,Medium
REC_1020,BLDG_24162,Building Automation System,39000.0,17100.0,2.28,10.22,Critical,Medium
REC_1021,BLDG_27039,Solar Panel Installation,72600.0,3500.0,20.74,21.78,Low,Medium
REC_1022,BLDG_21722,Building Automation System,16000.0,4600.0,3.48,13.8,Critical,Medium
REC_1023,BLDG_24764,Solar Panel Installation,194600.0,12300.0,15.82,22.37,Low,Medium
REC_1024,BLDG_22230,Window Replacement,66000.0,41900.0,1.58,11.32,Critical,Medium
REC_1025,BLDG_28019,HVAC Upgrade,61100.0,14100.0,4.33,19.29,Critical,Medium
REC_1026,BLDG_50034,Solar Panel Installation,362400.0,24500.0,14.79,24.66,Low,Medium
REC_1027,BLDG_50733,Water Efficiency Upgrade,11000.0,4900.0,2.24,3.14,Critical,Low
REC_1028,BLDG_23641,HVAC Upgrade,155900.0,30700.0,5.08,24.86,Critical,Medium
REC_1029,BLDG_20279,Water Efficiency Upgrade,10300.0,4400.0,2.34,4.02,Critical,Low
REC_1030,BLDG_709,Solar Panel Installation,274600.0,18100.0,15.17,24.19,Low,Medium
REC_1031,BLDG_20011,Building Automation System,17200.0,8600.0,2.0,11.5,Critical,Medium
REC_1032,BLDG_24181,Solar Panel Installation,110600.0,6200.0,17.84,23.98,Low,Medium
REC_1033,BLDG_21762,Water Efficiency Upgrade,9700.0,4600.0,2.11,3.55,Critical,Low
REC_1034,BLDG_21688,Building Automation System,18600.0,7800.0,2.38,10.52,Critical,Medium
REC_1035,BLDG_21550,Building Automation System,25100.0,13300.0,1.89,14.48,Critical,Medium
REC_1036,BLDG_23952,LED Lighting Retrofit,13200.0,8200.0,1.61,11.0,Critical,Low
REC_1037,BLDG_20307,Water Efficiency Upgrade,16500.0,9900.0,1.67,2.23,Critical,Low
REC_1038,BLDG_27829,Solar Panel Installation,65000.0,2900.0,22.41,20.25,Low,Medium
REC_1039,BLDG_19550,Solar Panel Installation,223000.0,14400.0,15.49,23.31,Low,Medium
REC_1040,BLDG_20242,LED Lighting Retrofit,8800.0,4500.0,1.96,8.11,Critical,Low
REC_1041,BLDG_24219,Water Efficiency Upgrade,11100.0,2900.0,3.83,4.12,Critical,Low
REC_1042,BLDG_23484,Insulation Improvement,33100.0,4700.0,7.04,13.13,High,Medium
REC_1043,BLDG_24589,LED Lighting Retrofit,8700.0,4300.0,2.02,8.33,Critical,Low
REC_1044,BLDG_49780,Building Automation System,37800.0,225400.0,0.17,13.76,Critical,Medium
REC_1045,BLDG_864,LED Lighting Retrofit,25500.0,5000.0,5.1,8.11,High,Low
REC_1046,BLDG_50479,Water Efficiency Upgrade,8300.0,900.0,9.22,4.35,Medium,Low
REC_1047,BLDG_24906,Water Efficiency Upgrade,23800.0,12900.0,1.84,3.77,Critical,Low
REC_1048,BLDG_719,Solar Panel Installation,172400.0,10700.0,16.11,24.28,Low,Medium
REC_1049,BLDG_20224,Water Efficiency Upgrade,13000.0,7500.0,1.73,3.92,Critical,Low
REC_1050,BLDG_22418,Building Automation System,17700.0,5300.0,3.34,13.33,Critical,Medium
REC_1051,BLDG_25842,Water Efficiency Upgrade,8500.0,2000.0,4.25,3.94,High,Low
REC_1052,BLDG_27298,Building Automation System,29100.0,10900.0,2.67,13.15,Critical,Medium
REC_1053,BLDG_121,Deep Energy Retrofit,477600.0,54500.0,8.76,42.2,High,High
REC_1054,BLDG_50915,Water Efficiency Upgrade,14100.0,6800.0,2.07,3.27,Critical,Low
REC_1055,BLDG_24784,Building Automation System,22500.0,5000.0,4.5,15.66,High,Medium
REC_1056,BLDG_27704,Building Automation System,20500.0,10100.0,2.03,13.53,Critical,Medium
REC_1057,BLDG_50898,Solar Panel Installation,245200.0,16000.0,15.32,21.56,Low,Medium
REC_1058,BLDG_27131,Window Replacement,59400.0,4800.0,12.38,9.94,Low,Medium
REC_1059,BLDG_25743,Window Replacement,57500.0,2900.0,19.83,12.13,Low,Medium
REC_1060,BLDG_24333,Building Automation System,24200.0,6400.0,3.78,10.79,Critical,Medium
REC_1061,BLDG_50652,HVAC Upgrade,252900.0,81500.0,3.1,25.87,Critical,Medium
REC_1062,BLDG_50677,Water Efficiency Upgrade,21900.0,13900.0,1.58,2.37,Critical,Low
REC_1063,BLDG_23189,LED Lighting Retrofit,13600.0,4700.0,2.89,11.45,Critical,Low
REC_1064,BLDG_19992,Solar Panel Installation,65000.0,2900.0,22.41,27.86,Low,Medium
REC_1065,BLDG_20644,Solar Panel Installation,114200.0,6500.0,17.57,18.11,Low,Medium
REC_1066,BLDG_22354,LED Lighting Retrofit,15100.0,5900.0,2.56,8.53,Critical,Low
REC_1067,BLDG_19453,LED Lighting Retrofit,24400.0,10800.0,2.26,10.53,Critical,Low
REC_1068,BLDG_20367,Solar Panel Installation,118600.0,6800.0,17.44,26.65,Low,Medium
REC_1069,BLDG_26898,Solar Panel Installation,73400.0,3500.0,20.97,24.77,Low,Medium
REC_1070,BLDG_23975,LED Lighting Retrofit,9400.0,6000.0,1.57,8.19,Critical,Low
REC_1071,BLDG_23327,Window Replacement,250000.0,16500.0,15.15,10.0,Low,Medium
REC_1072,BLDG_23251,Building Automation System,17500.0,4700.0,3.72,13.9,Critical,Medium
REC_1073,BLDG_21860,Solar Panel Installation,455400.0,31200.0,14.6,25.54,Low,Medium
REC_1074,BLDG_20252,LED Lighting Retrofit,11700.0,1900.0,6.16,11.55,High,Low
REC_1075,BLDG_24091,Deep Energy Retrofit,252500.0,66300.0,3.81,35.94,Critical,High
REC_1076,BLDG_19967,LED Lighting Retrofit,13000.0,5900.0,2.2,10.25,Critical,Low
REC_1077,BLDG_27059,Water Efficiency Upgrade,19900.0,12700.0,1.57,4.41,Critical,Low
REC_1078,BLDG_25223,Water Efficiency Upgrade,7700.0,3100.0,2.48,4.43,Critical,Low
REC_1079,BLDG_21826,LED Lighting Retrofit,11200.0,4400.0,2.55,8.96,Critical,Low
REC_1080,BLDG_24230,Water Efficiency Upgrade,10400.0,4600.0,2.26,4.23,Critical,Low
REC_1081,BLDG_23846,HVAC Upgrade,64300.0,6300.0,10.21,21.77,Medium,Medium
REC_1082,BLDG_19826,LED Lighting Retrofit,14200.0,5100.0,2.78,10.31,Critical,Low
REC_1083,BLDG_23735,HVAC Upgrade,45900.0,24500.0,1.87,21.51,Critical,Medium
REC_1084,BLDG_25652,LED Lighting Retrofit,35400.0,20100.0,1.76,10.09,Critical,Low
REC_1085,BLDG_19520,Building Automation System,16400.0,3600.0,4.56,13.98,High,Medium
REC_1086,BLDG_19831,LED Lighting Retrofit,19700.0,9200.0,2.14,10.91,Critical,Low
REC_1087,BLDG_20120,HVAC Upgrade,72700.0,11000.0,6.61,20.85,High,Medium
REC_1088,BLDG_25433,Solar Panel Installation,67600.0,3100.0,21.81,15.4,Low,Medium
REC_1089,BLDG_20372,LED Lighting Retrofit,32100.0,52100.0,0.62,8.84,Critical,Low
REC_1090,BLDG_50130,LED Lighting Retrofit,59600.0,44200.0,1.35,8.86,Critical,Low
REC_1091,BLDG_25758,Insulation Improvement,48000.0,6000.0,8.0,17.22,High,Medium
REC_1092,BLDG_656,HVAC Upgrade,342700.0,180900.0,1.89,21.33,Critical,Medium
REC_1093,BLDG_24795,Solar Panel Installation,93800.0,5000.0,18.76,22.83,Low,Medium
REC_1094,BLDG_49870,Water Efficiency Upgrade,13900.0,7100.0,1.96,3.66,Critical,Low
REC_1095,BLDG_20297,Building Automation System,34100.0,15500.0,2.2,11.36,Critical,Medium
REC_1096,BLDG_24432,Solar Panel Installation,77400.0,3800.0,20.37,24.32,Low,Medium
REC_1097,BLDG_19748,Solar Panel Installation,525000.0,36200.0,14.5,25.84,Low,Medium
